Alabama
  Autauga County, AL (fips:01001)
                                  Bartee, Tobey (Dem)         80
                                 Bedwell, Danny (Lib)        121
                                     Espy, Mike (Dem)        892
                              Hyde-Smith, Cindy (GOP)       3499
                                McDaniel, Chris (GOP)       1492
                                   O'Hara, Shawn (RP)         30
                                  Wicker, Roger (GOP)       5084
  Tunica County, MS (fips:28143)
    H-MS-02                       Harris, Irving (RP)        127
                                      Ray, Troy (Ind)        341
                               Thompson, Bennie (Dem)       1920
    S-MS                           Baria, David (Dem)       1578
                                  Bartee, Tobey (Dem)         81
                                 Bedwell, Danny (Lib)         30
                                     Espy, Mike (Dem)       1678
                              Hyde-Smith, Cindy (GOP)        577
                                McDaniel, Chris (GOP)        139
                                   O'Hara, Shawn (RP)         39
                                  Wicker, Roger (GOP)        767
  Union County, MS (fips:28145)
    H-MS-01                        Kelly, Trent (GOP)       6494
                           O'Hara Hill, Tracella (RP)         59
                                 Wadkins, Randy (Dem)       1226
    S-MS                           Baria, David (Dem)       1215
                                  Bartee, Tobey (Dem)         64
                                 Bedwell, Danny (Lib)        112
                                     Espy, Mike (Dem)       1393
                              Hyde-Smith, Cindy (GOP)       4358
                                McDaniel, Chris (GOP)       1950
                                   O'Hara, Shawn (RP)         38
                                  Wicker, Roger (GOP)       6315
  Walthall County, MS (fips:28147)
    H-MS-03                      Evans, Michael (Dem)       2041
                                 Guest, Michael (GOP)       2978
                                Holland, Matthew (RP)         59
